array,queries,results
67 13 48 29 93 50 93 25 44 40,8-8 | 7-7 | 8-8 | 8-9 | 2-5 | 3-9 | 0-3 | 0-9 | 0-9 | 9-9 | 7-8 | 3-7 | 4-9 | 8-8 | 3-9,44 25 44 40 29 25 13 13 13 40 25 25 25 44 25
26 4 9 5 26 18 1 37 80 77,8-9 | 5-5 | 5-5 | 3-5 | 2-5 | 9-9 | 6-7 | 5-6 | 2-6 | 3-4 | 9-9 | 6-6 | 0-1 | 7-8 | 3-4,77 18 18 5 5 77 1 1 1 5 77 1 4 37 5
6 48 40 5 39 100 57 21 44 47,5-6 | 6-8 | 4-7 | 3-8 | 5-9 | 2-6 | 5-7 | 9-9 | 3-4 | 2-4 | 7-9 | 9-9 | 7-7 | 4-6 | 1-5,57 21 21 5 21 5 21 47 5 5 21 47 21 39 5
34 25 53 47 48 7 54 93 37 13,3-7 | 9-9 | 1-4 | 6-7 | 6-9 | 2-4 | 4-6 | 9-9 | 3-3 | 8-9 | 1-9 | 8-9 | 5-9 | 5-8 | 1-3,7 13 25 54 13 47 7 13 47 13 7 13 7 7 25
29 34 28 97 80 32 11 65 90 43,5-8 | 3-9 | 2-5 | 6-7 | 4-6 | 5-9 | 0-7 | 9-9 | 8-9 | 6-8 | 2-5 | 5-9 | 0-4 | 1-9 | 5-9,11 11 28 11 11 11 11 43 43 11 28 11 28 11 11
93 22 48 29 86 95 74 93 42 17,2-9 | 2-6 | 2-4 | 5-8 | 9-9 | 8-9 | 6-7 | 1-7 | 7-8 | 3-4 | 0-5 | 2-2 | 1-7 | 0-8 | 5-5,17 29 29 42 17 17 74 22 42 29 22 48 22 22 95
87 84 67 96 37 69 95 49 41 22,2-2 | 8-9 | 0-7 | 1-2 | 9-9 | 6-6 | 7-7 | 7-9 | 1-3 | 1-8 | 9-9 | 3-9 | 4-4 | 3-8 | 0-9,67 22 37 67 22 95 49 22 67 37 22 22 37 37 22
22 90 59 2 23 7 28 22 25 75,9-9 | 4-7 | 4-5 | 1-9 | 5-7 | 8-9 | 6-7 | 0-7 | 8-8 | 7-8 | 4-8 | 7-8 | 6-8 | 5-9 | 0-6,75 7 7 2 7 25 22 2 25 22 7 22 22 7 2
52 91 30 53 50 8 68 46 11 8,5-9 | 7-7 | 8-8 | 7-9 | 9-9 | 3-8 | 1-8 | 6-9 | 7-8 | 9-9 | 8-9 | 9-9 | 8-8 | 4-5 | 2-2,8 46 11 8 8 8 8 8 11 8 8 8 11 8 30
92 39 60 72 73 51 29 43 20 84,4-4 | 1-1 | 3-8 | 7-9 | 0-8 | 2-7 | 3-4 | 9-9 | 4-6 | 7-7 | 4-6 | 5-7 | 8-8 | 3-7 | 3-4,73 39 20 20 20 29 72 84 29 43 29 29 20 29 72
21 29 86 45 82 20 16 7 49 86,2-3 | 3-4 | 1-1 | 1-8 | 8-9 | 7-9 | 9-9 | 3-7 | 6-6 | 1-3 | 6-9 | 8-9 | 2-8 | 7-7 | 3-8,45 45 29 7 49 7 86 7 16 29 7 49 7 7 7
36 84 8 20 51 14 100 31 80 70,3-9 | 9-9 | 0-9 | 5-5 | 6-9 | 5-7 | 7-7 | 9-9 | 0-6 | 8-8 | 7-7 | 4-6 | 3-4 | 2-2 | 1-3,14 70 8 14 31 14 31 70 8 80 31 14 20 8 8
71 56 9 46 85 72 24 68 19 6,1-4 | 6-8 | 1-2 | 9-9 | 3-8 | 9-9 | 9-9 | 5-6 | 6-8 | 3-3 | 6-6 | 3-8 | 8-9 | 2-9 | 6-8,9 19 9 6 19 6 6 24 19 46 24 19 6 6 19
3 86 64 15 89 57 44 8 14 98,4-8 | 7-7 | 0-4 | 1-2 | 3-3 | 7-7 | 6-8 | 8-9 | 9-9 | 7-9 | 1-3 | 3-7 | 4-4 | 8-8 | 1-4,8 8 3 64 15 8 8 14 98 8 15 8 89 14 15
14 23 52 83 52 57 89 41 40 21,3-4 | 5-8 | 7-7 | 9-9 | 3-9 | 2-9 | 1-3 | 6-9 | 2-3 | 8-8 | 2-7 | 4-6 | 2-2 | 6-8 | 6-8,52 40 41 21 21 21 23 21 52 40 41 52 52 40 40
49 85 85 7 13 81 56 71 32 49,9-9 | 6-9 | 6-7 | 2-2 | 6-8 | 8-8 | 9-9 | 7-9 | 9-9 | 9-9 | 0-7 | 6-8 | 9-9 | 8-8 | 3-5,49 32 56 85 32 32 49 32 49 49 7 32 49 32 7
56 44 57 71 50 91 6 71 67 70,2-8 | 7-9 | 8-8 | 8-8 | 6-9 | 4-5 | 2-3 | 7-7 | 4-5 | 7-8 | 0-3 | 8-9 | 3-9 | 9-9 | 5-7,6 67 67 67 6 50 57 71 50 67 44 67 6 70 6
33 27 65 86 83 8 42 43 9 27,1-1 | 3-7 | 6-8 | 1-5 | 6-6 | 5-9 | 2-8 | 7-9 | 5-9 | 7-9 | 1-8 | 7-7 | 3-8 | 3-5 | 5-5,27 8 9 8 42 8 8 9 8 9 8 43 8 8 8
67 48 66 21 92 62 60 34 1 46,4-4 | 9-9 | 4-7 | 0-9 | 6-9 | 8-9 | 1-3 | 9-9 | 4-9 | 4-7 | 1-1 | 4-5 | 3-8 | 5-8 | 8-8,92 46 34 1 1 1 21 46 1 34 48 62 1 1 1
46 96 15 45 25 59 89 62 76 15,3-4 | 0-1 | 3-9 | 5-8 | 4-6 | 6-9 | 8-9 | 7-7 | 7-8 | 2-8 | 3-6 | 2-2 | 1-6 | 6-6 | 7-9,25 46 15 59 25 15 15 62 62 15 25 15 15 89 15
16 27 62 53 93 16 92 49 71 22,3-7 | 6-9 | 9-9 | 5-6 | 6-6 | 4-5 | 4-8 | 6-9 | 0-3 | 5-7 | 0-1 | 5-7 | 6-9 | 5-5 | 8-8,16 22 22 16 92 16 16 22 16 16 16 16 22 16 71
99 66 8 84 81 15 63 92 48 20,7-7 | 3-5 | 9-9 | 8-9 | 2-6 | 1-5 | 1-5 | 3-7 | 7-7 | 9-9 | 4-9 | 9-9 | 9-9 | 5-7 | 1-5,92 15 20 20 8 8 8 15 92 20 15 20 20 15 8
47 77 9 93 70 76 25 53 19 97,1-7 | 7-9 | 9-9 | 0-9 | 1-7 | 2-9 | 4-9 | 9-9 | 3-6 | 0-7 | 7-8 | 7-9 | 9-9 | 8-8 | 9-9,9 19 97 9 9 9 19 97 25 9 19 19 97 19 97
56 78 24 41 17 41 35 63 78 92,1-8 | 6-7 | 6-9 | 2-9 | 1-5 | 9-9 | 8-8 | 7-8 | 6-6 | 0-9 | 1-7 | 2-3 | 1-3 | 8-9 | 4-8,17 35 35 17 17 92 78 63 35 17 17 24 24 78 17
77 4 7 1 67 39 76 74 27 36,0-8 | 3-7 | 1-4 | 5-7 | 1-6 | 1-6 | 1-6 | 7-7 | 0-0 | 9-9 | 6-6 | 4-8 | 5-9 | 9-9 | 1-5,1 1 1 39 1 1 1 74 77 36 76 27 27 36 1
59 41 93 48 90 37 91 63 44 74,7-8 | 2-8 | 6-9 | 4-9 | 8-9 | 0-0 | 7-9 | 4-9 | 7-9 | 0-7 | 2-8 | 4-8 | 8-9 | 0-9 | 0-0,44 37 44 37 44 59 44 37 44 37 37 37 44 37 59
48 51 17 28 12 46 11 28 76 100,0-8 | 9-9 | 3-9 | 4-6 | 8-9 | 6-6 | 4-4 | 2-7 | 7-9 | 7-9 | 7-8 | 8-9 | 7-9 | 7-8 | 6-8,11 100 11 11 76 11 12 11 28 28 28 76 28 28 11
14 17 24 88 54 60 24 84 75 32,3-3 | 2-7 | 9-9 | 5-9 | 3-7 | 1-5 | 2-4 | 2-5 | 5-6 | 4-9 | 9-9 | 5-5 | 4-7 | 3-7 | 5-9,88 24 32 24 24 17 24 24 24 24 32 60 24 24 24
34 6 85 47 14 74 25 87 91 48,5-6 | 5-7 | 0-9 | 0-2 | 9-9 | 0-2 | 2-3 | 5-5 | 8-8 | 0-6 | 9-9 | 9-9 | 8-9 | 2-2 | 7-7,25 25 6 6 48 6 47 74 91 6 48 48 48 85 87
40 85 50 82 26 17 61 32 35 60,1-3 | 2-2 | 8-9 | 5-5 | 8-8 | 2-8 | 4-5 | 4-9 | 8-8 | 4-8 | 2-2 | 6-6 | 7-7 | 4-9 | 0-6,50 50 35 17 35 17 17 17 35 17 50 61 32 17 17
92 36 100 79 3 66 50 5 30 52,6-6 | 8-8 | 2-7 | 2-9 | 7-8 | 6-7 | 9-9 | 2-7 | 4-9 | 8-9 | 9-9 | 0-2 | 0-2 | 5-5 | 4-7,50 30 3 3 5 5 52 3 3 30 52 36 36 66 3
94 68 14 63 32 79 66 74 8 65,4-8 | 1-8 | 1-8 | 7-8 | 7-8 | 1-7 | 7-8 | 2-2 | 9-9 | 7-8 | 2-8 | 3-3 | 0-1 | 6-6 | 9-9,8 8 8 8 8 14 8 14 65 8 8 63 68 66 65
94 22 36 25 7 63 77 87 25 76,7-9 | 8-8 | 6-8 | 5-9 | 0-7 | 0-5 | 3-5 | 2-5 | 5-9 | 5-6 | 4-5 | 0-6 | 2-3 | 1-7 | 6-6,25 25 25 25 7 7 7 7 25 63 7 7 25 7 77
46 75 78 45 78 8 79 49 22 30,0-8 | 7-8 | 1-9 | 8-9 | 6-6 | 5-8 | 1-9 | 8-9 | 9-9 | 1-9 | 1-6 | 4-9 | 8-9 | 1-7 | 5-9,8 22 8 22 79 8 8 22 30 8 8 8 22 8 8
58 79 62 16 100 48 70 83 43 16,7-8 | 5-8 | 1-3 | 4-5 | 8-9 | 6-9 | 7-8 | 7-9 | 2-2 | 5-9 | 6-9 | 0-9 | 2-9 | 1-1 | 4-5,43 43 16 48 16 16 43 16 62 16 16 16 16 79 48
58 82 90 80 36 39 72 61 5 92,3-8 | 8-8 | 3-7 | 9-9 | 0-7 | 9-9 | 4-8 | 0-3 | 3-5 | 8-9 | 9-9 | 9-9 | 5-7 | 8-8 | 5-8,5 5 36 92 36 92 5 58 36 5 92 92 39 5 5
25 20 3 15 50 90 95 95 76 19,8-9 | 3-5 | 5-8 | 2-9 | 8-9 | 5-5 | 7-8 | 0-1 | 5-5 | 4-8 | 0-8 | 6-9 | 4-5 | 5-6 | 5-6,19 15 76 3 19 90 76 20 90 50 3 19 50 90 90
11 47 16 89 47 61 28 87 22 41,8-9 | 1-2 | 6-7 | 6-7 | 6-9 | 9-9 | 7-8 | 3-6 | 1-4 | 0-9 | 0-9 | 6-7 | 4-7 | 8-9 | 4-9,22 16 28 28 22 41 22 28 16 11 11 28 28 22 22
13 23 73 100 53 31 50 23 57 6,3-7 | 4-8 | 8-9 | 7-7 | 5-5 | 5-6 | 6-8 | 2-3 | 1-5 | 6-7 | 8-8 | 4-8 | 1-9 | 7-7 | 3-3,23 23 6 23 31 31 23 73 23 23 57 23 6 23 100
39 95 96 33 64 58 80 88 33 64,1-4 | 7-9 | 6-6 | 7-7 | 9-9 | 9-9 | 7-9 | 0-1 | 1-8 | 8-9 | 8-9 | 3-8 | 6-7 | 9-9 | 5-5,33 33 80 88 64 64 33 39 33 33 33 33 80 64 58
10 92 96 37 38 38 25 19 49 10,7-7 | 9-9 | 8-8 | 2-7 | 6-6 | 8-8 | 4-9 | 5-6 | 7-7 | 3-6 | 1-9 | 2-8 | 6-6 | 3-3 | 0-2,19 10 49 19 25 49 10 25 19 25 10 19 25 37 10
58 81 89 100 3 58 67 40 14 98,4-9 | 4-6 | 2-4 | 6-7 | 2-3 | 7-7 | 0-9 | 2-3 | 8-9 | 7-8 | 4-7 | 2-8 | 7-8 | 2-3 | 5-9,3 3 3 40 89 40 3 89 14 14 3 3 14 89 14
47 99 10 76 35 37 49 64 96 3,3-3 | 8-8 | 9-9 | 5-5 | 1-5 | 2-9 | 4-7 | 7-9 | 5-6 | 4-7 | 5-7 | 5-9 | 8-8 | 3-5 | 0-5,76 96 3 37 10 3 35 3 37 35 37 3 96 35 10
51 27 1 21 67 76 90 18 13 92,1-4 | 9-9 | 9-9 | 3-8 | 0-9 | 7-7 | 9-9 | 7-8 | 5-8 | 9-9 | 1-7 | 2-6 | 9-9 | 9-9 | 5-9,1 92 92 13 1 18 92 13 13 92 1 1 92 92 13
86 53 51 48 29 30 36 40 32 6,5-7 | 6-7 | 1-1 | 2-7 | 4-8 | 7-8 | 6-6 | 4-7 | 2-9 | 6-6 | 0-2 | 8-8 | 4-4 | 1-2 | 3-5,30 36 53 29 29 32 36 29 6 36 51 32 29 51 29
77 72 95 19 71 77 96 92 8 2,7-8 | 5-5 | 4-7 | 1-4 | 6-7 | 1-9 | 8-9 | 0-4 | 1-7 | 9-9 | 3-9 | 0-5 | 1-8 | 5-9 | 7-7,8 77 71 19 92 2 2 19 19 2 2 19 8 2 92
70 27 74 68 40 80 52 40 76 4,2-5 | 8-9 | 6-6 | 2-6 | 2-8 | 1-7 | 7-9 | 0-5 | 6-8 | 0-9 | 4-8 | 2-8 | 2-6 | 4-5 | 7-9,40 4 52 40 40 27 4 27 40 4 40 40 40 40 4
63 62 5 46 62 40 2 75 58 80,7-7 | 9-9 | 0-6 | 7-8 | 9-9 | 9-9 | 1-4 | 1-6 | 9-9 | 5-8 | 1-8 | 1-2 | 7-8 | 6-7 | 9-9,75 80 2 58 80 80 5 2 80 2 2 5 58 2 80
29 26 44 50 93 27 31 12 74 95,1-6 | 7-8 | 8-8 | 4-8 | 7-8 | 1-7 | 2-9 | 0-6 | 9-9 | 7-9 | 8-9 | 3-7 | 5-5 | 3-9 | 6-8,26 12 74 12 12 12 12 26 95 12 74 12 27 12 12
41 90 67 15 76 11 41 86 80 30,6-6 | 7-8 | 7-8 | 7-8 | 4-4 | 0-6 | 5-9 | 6-6 | 3-4 | 3-5 | 8-9 | 5-7 | 9-9 | 2-5 | 4-7,41 80 80 80 76 11 11 41 15 11 30 11 30 11 11
100 26 42 56 16 25 88 46 53 93,7-7 | 7-7 | 2-8 | 7-8 | 5-5 | 0-9 | 3-7 | 9-9 | 4-5 | 9-9 | 2-5 | 8-8 | 2-2 | 4-4 | 7-7,46 46 16 46 25 16 16 93 16 93 16 53 42 16 46
22 40 12 57 8 28 25 20 89 27,1-1 | 7-9 | 3-4 | 5-8 | 7-8 | 4-7 | 7-9 | 8-8 | 3-8 | 1-7 | 2-2 | 0-5 | 4-5 | 0-6 | 7-7,40 20 8 20 20 8 20 89 8 8 12 8 8 8 20
69 28 60 98 66 58 42 89 16 69,8-9 | 4-8 | 7-9 | 3-8 | 5-7 | 2-4 | 8-8 | 4-9 | 9-9 | 2-4 | 1-5 | 0-7 | 9-9 | 9-9 | 4-8,16 16 16 16 42 60 16 16 69 60 28 28 69 69 16
3 57 99 41 94 72 21 28 16 43,0-6 | 7-8 | 0-5 | 1-9 | 3-5 | 9-9 | 2-3 | 9-9 | 5-5 | 7-7 | 8-8 | 5-5 | 5-5 | 5-9 | 8-8,3 16 3 16 41 43 41 43 72 28 16 72 72 16 16
47 51 18 63 79 52 92 5 28 53,9-9 | 2-8 | 9-9 | 0-0 | 3-5 | 2-2 | 5-7 | 1-8 | 2-8 | 4-4 | 0-1 | 4-5 | 8-9 | 2-2 | 7-9,53 5 53 47 52 18 5 5 5 79 47 52 28 18 5
7 58 11 5 51 30 90 54 54 96,3-7 | 8-8 | 7-7 | 8-8 | 6-7 | 0-6 | 6-6 | 4-8 | 9-9 | 7-7 | 5-6 | 4-8 | 3-7 | 9-9 | 7-8,5 54 54 54 54 5 90 30 96 54 30 30 5 96 54
73 57 4 80 2 91 20 26 41 26,3-8 | 5-5 | 4-7 | 9-9 | 3-3 | 0-2 | 3-9 | 4-5 | 3-3 | 4-6 | 7-9 | 9-9 | 4-9 | 5-6 | 4-5,2 91 2 26 80 4 2 2 80 2 26 26 2 20 2
21 48 28 7 7 12 11 13 17 85,3-4 | 0-4 | 2-4 | 0-9 | 8-8 | 6-9 | 3-5 | 2-2 | 6-9 | 9-9 | 8-9 | 8-8 | 7-9 | 0-9 | 6-8,7 7 7 7 17 11 7 28 11 85 17 17 13 7 11
74 44 49 78 49 66 12 57 69 58,5-5 | 5-8 | 8-9 | 8-8 | 5-6 | 5-6 | 9-9 | 7-7 | 9-9 | 5-6 | 3-5 | 9-9 | 8-9 | 6-6 | 4-9,66 12 58 69 12 12 58 57 58 12 49 58 58 12 12
83 11 52 10 80 57 45 75 89 97,0-8 | 1-5 | 4-6 | 8-9 | 3-8 | 6-8 | 5-7 | 0-0 | 3-3 | 9-9 | 9-9 | 5-9 | 2-4 | 3-9 | 0-1,10 10 45 89 10 45 45 83 10 97 97 45 10 10 11
15 99 3 44 66 91 15 93 88 39,7-9 | 8-8 | 8-8 | 6-6 | 2-9 | 1-9 | 2-3 | 1-9 | 4-9 | 2-5 | 3-5 | 2-6 | 7-9 | 5-9 | 6-6,39 88 88 15 3 3 3 3 15 3 44 3 39 15 15
67 32 80 36 38 32 50 76 38 23,8-8 | 6-6 | 5-5 | 6-6 | 5-7 | 4-4 | 0-2 | 6-8 | 7-8 | 9-9 | 4-5 | 2-5 | 0-7 | 2-5 | 3-5,38 50 32 50 32 38 32 38 38 23 32 32 32 32 32
63 85 91 58 62 14 88 77 97 1,2-3 | 7-9 | 0-2 | 7-7 | 5-7 | 0-7 | 7-8 | 9-9 | 5-5 | 7-8 | 5-5 | 3-6 | 6-9 | 2-4 | 3-6,58 1 63 77 14 14 77 1 14 77 14 14 1 58 14
80 26 96 95 71 3 59 10 59 34,1-3 | 5-6 | 1-1 | 8-8 | 3-9 | 6-6 | 4-4 | 8-8 | 1-8 | 0-1 | 5-6 | 6-9 | 0-5 | 8-9 | 0-0,26 3 26 59 3 59 71 59 3 26 3 10 3 34 80
41 34 32 29 71 27 19 73 99 94,6-9 | 7-7 | 6-6 | 1-5 | 3-9 | 7-8 | 7-8 | 4-8 | 7-7 | 6-6 | 0-6 | 0-1 | 9-9 | 5-6 | 2-3,19 73 19 27 19 73 73 19 73 19 19 34 94 19 29
40 92 99 46 92 90 49 62 64 8,2-5 | 9-9 | 5-5 | 0-0 | 7-9 | 1-4 | 3-6 | 8-8 | 5-6 | 5-8 | 0-3 | 3-4 | 6-7 | 0-5 | 7-8,46 8 90 40 8 46 46 64 49 49 40 46 49 40 62
32 66 19 76 38 4 79 60 18 50,4-6 | 3-3 | 4-9 | 1-1 | 6-7 | 8-9 | 2-4 | 6-8 | 6-6 | 3-6 | 2-7 | 3-7 | 2-9 | 2-8 | 0-6,4 76 4 66 60 18 19 18 79 4 4 4 4 4 4
52 79 63 83 88 53 39 94 2 41,0-2 | 0-6 | 0-3 | 6-6 | 7-8 | 3-9 | 1-2 | 3-9 | 1-5 | 7-9 | 1-1 | 2-6 | 1-8 | 7-8 | 2-9,52 39 52 39 2 2 63 2 53 2 79 39 2 2 2
32 38 83 36 77 39 18 73 61 5,8-9 | 3-4 | 0-8 | 8-9 | 1-3 | 3-6 | 3-7 | 0-7 | 8-9 | 8-9 | 4-8 | 0-0 | 8-9 | 6-8 | 6-9,5 36 18 5 36 18 18 18 5 5 18 32 5 18 5
47 5 97 4 31 95 22 29 35 55,8-8 | 5-7 | 9-9 | 7-8 | 9-9 | 7-8 | 7-9 | 0-5 | 0-9 | 1-2 | 3-9 | 7-7 | 4-5 | 3-7 | 6-6,35 22 55 29 55 29 29 4 4 5 4 29 31 4 22
90 50 22 60 72 60 11 31 37 58,3-3 | 4-7 | 1-8 | 8-8 | 6-6 | 4-7 | 4-6 | 1-6 | 3-4 | 3-7 | 1-9 | 0-3 | 6-7 | 6-6 | 9-9,60 11 11 37 11 11 11 11 60 11 11 22 11 11 58
84 49 26 78 25 58 56 25 87 55,1-3 | 5-7 | 5-6 | 7-8 | 3-5 | 5-9 | 1-9 | 4-8 | 8-9 | 1-4 | 5-7 | 9-9 | 1-7 | 2-3 | 6-8,26 25 56 25 25 25 25 25 55 25 25 55 25 26 25
45 78 8 71 2 27 25 78 6 63,5-7 | 2-3 | 3-7 | 4-6 | 5-9 | 7-7 | 6-8 | 4-4 | 5-9 | 7-7 | 1-9 | 8-9 | 4-6 | 6-6 | 7-7,25 8 2 2 6 78 6 2 6 78 2 6 2 25 78
90 99 2 93 90 39 48 97 16 46,6-8 | 9-9 | 1-8 | 0-5 | 3-7 | 6-7 | 7-7 | 9-9 | 3-5 | 6-9 | 5-6 | 3-4 | 7-9 | 5-6 | 4-6,16 46 2 2 39 48 97 46 39 16 39 90 16 39 39
84 79 12 61 33 23 79 94 5 22,7-7 | 4-5 | 1-8 | 6-8 | 4-8 | 1-8 | 4-5 | 7-8 | 8-9 | 6-6 | 4-9 | 7-7 | 1-2 | 0-2 | 8-8,94 23 5 5 5 5 23 5 5 79 5 94 12 12 5
69 32 71 64 10 31 56 30 30 54,8-8 | 2-4 | 3-3 | 0-3 | 7-9 | 7-9 | 0-2 | 6-7 | 4-6 | 6-9 | 3-4 | 8-8 | 5-7 | 2-9 | 9-9,30 10 64 32 30 30 32 30 10 30 10 30 30 10 54
97 14 55 27 22 48 40 1 75 28,2-7 | 7-7 | 3-7 | 6-6 | 1-9 | 2-4 | 3-8 | 4-4 | 7-9 | 9-9 | 6-7 | 7-7 | 0-5 | 1-2 | 6-6,1 1 1 40 1 22 1 22 1 28 1 1 14 14 40
14 90 88 56 56 42 9 32 73 56,0-5 | 8-9 | 9-9 | 8-8 | 8-8 | 9-9 | 3-4 | 2-8 | 7-9 | 2-8 | 8-9 | 2-3 | 7-8 | 6-8 | 1-8,14 56 56 73 73 56 56 9 32 9 56 56 32 9 9
85 52 85 67 12 38 52 61 60 67,8-8 | 8-8 | 6-7 | 0-2 | 2-5 | 3-6 | 0-5 | 5-7 | 4-5 | 2-6 | 5-5 | 5-7 | 0-2 | 9-9 | 8-8,60 60 52 52 12 12 12 38 12 12 38 38 52 67 60
25 45 21 31 40 20 24 42 48 60,6-9 | 5-6 | 4-7 | 1-9 | 2-7 | 4-6 | 7-7 | 7-9 | 6-6 | 2-8 | 8-9 | 2-4 | 2-6 | 5-9 | 1-1,24 20 20 20 20 20 42 42 24 20 48 21 20 20 45
20 84 86 28 37 23 82 7 45 89,0-7 | 0-6 | 2-2 | 4-4 | 9-9 | 4-5 | 3-6 | 8-8 | 7-7 | 2-3 | 5-5 | 0-7 | 2-3 | 6-9 | 2-2,7 20 86 37 89 23 23 45 7 28 23 7 28 7 86
90 50 87 46 4 86 34 73 23 28,0-8 | 9-9 | 9-9 | 7-7 | 2-8 | 8-8 | 3-5 | 1-1 | 1-8 | 2-5 | 3-4 | 7-9 | 5-8 | 0-9 | 4-9,4 28 28 73 4 23 4 50 4 4 4 23 23 4 4
52 98 5 11 16 83 71 34 86 58,9-9 | 7-7 | 3-7 | 0-0 | 6-6 | 9-9 | 1-8 | 6-7 | 2-5 | 3-4 | 2-5 | 0-4 | 0-4 | 9-9 | 0-0,58 34 11 52 71 58 5 34 5 11 5 5 5 58 52
52 65 83 29 65 98 63 55 24 78,9-9 | 5-5 | 3-9 | 9-9 | 5-6 | 8-8 | 1-5 | 3-5 | 1-5 | 8-8 | 9-9 | 7-9 | 6-7 | 5-8 | 6-9,78 98 24 78 63 24 29 29 29 24 78 24 55 24 24
5 58 94 97 68 49 85 22 12 66,8-8 | 3-5 | 1-9 | 0-6 | 3-6 | 2-6 | 3-5 | 9-9 | 8-8 | 4-8 | 9-9 | 9-9 | 0-3 | 4-4 | 5-9,12 49 12 5 49 49 49 66 12 12 66 66 5 68 12
6 12 98 33 9 18 91 80 21 40,4-6 | 6-9 | 5-7 | 6-8 | 5-6 | 6-9 | 9-9 | 9-9 | 7-9 | 0-9 | 3-3 | 2-9 | 7-7 | 6-9 | 6-6,9 21 18 21 18 21 40 40 21 6 33 9 80 21 91
78 76 50 64 30 9 76 54 20 84,7-7 | 8-9 | 1-3 | 6-6 | 2-4 | 3-4 | 8-8 | 4-6 | 0-0 | 3-6 | 5-8 | 3-5 | 5-8 | 5-6 | 6-9,54 20 50 76 30 30 20 9 78 9 9 9 9 9 20
43 88 43 95 46 54 21 67 53 16,1-3 | 9-9 | 2-4 | 7-9 | 3-6 | 5-9 | 6-8 | 8-9 | 5-8 | 6-8 | 9-9 | 9-9 | 2-4 | 5-5 | 3-5,43 16 43 16 21 16 21 16 21 21 16 16 43 54 46
35 22 10 43 22 54 35 35 39 13,0-9 | 1-3 | 3-9 | 4-5 | 8-8 | 1-2 | 8-9 | 8-9 | 4-9 | 4-5 | 7-8 | 2-4 | 9-9 | 0-7 | 6-7,10 10 13 22 39 10 13 13 13 22 35 10 13 10 35
24 40 90 66 68 37 81 11 43 98,9-9 | 3-9 | 5-8 | 1-3 | 7-9 | 0-1 | 8-8 | 0-2 | 4-4 | 7-7 | 3-7 | 1-2 | 7-7 | 0-1 | 6-7,98 11 11 40 11 24 43 24 68 11 11 40 11 24 11
75 48 82 22 25 87 25 83 65 69,5-6 | 0-3 | 4-7 | 9-9 | 5-9 | 2-7 | 7-9 | 5-5 | 6-7 | 5-9 | 9-9 | 0-3 | 4-7 | 1-5 | 9-9,25 22 25 69 25 22 65 87 25 25 69 22 25 22 69
67 6 1 28 71 90 45 83 85 91,6-6 | 8-8 | 8-8 | 2-8 | 6-9 | 2-3 | 4-5 | 5-9 | 7-7 | 3-7 | 3-8 | 6-6 | 7-7 | 2-7 | 5-9,45 85 85 1 45 1 71 45 83 28 28 45 83 1 45
9 89 54 37 5 11 63 67 70 6,3-4 | 2-3 | 9-9 | 7-9 | 4-4 | 3-6 | 9-9 | 7-7 | 1-7 | 1-2 | 4-7 | 9-9 | 9-9 | 2-9 | 4-9,5 37 6 6 5 5 6 67 5 54 5 6 6 5 5
28 49 81 50 4 99 22 39 76 55,0-8 | 4-7 | 9-9 | 1-3 | 7-9 | 5-5 | 9-9 | 0-2 | 8-8 | 7-9 | 2-4 | 6-8 | 2-4 | 9-9 | 5-5,4 4 55 49 39 99 55 28 76 39 4 22 4 55 99
74 41 59 53 76 66 40 99 91 84,3-3 | 6-6 | 3-7 | 4-8 | 2-3 | 8-9 | 1-4 | 5-7 | 6-7 | 0-2 | 4-6 | 4-7 | 1-9 | 6-8 | 9-9,53 40 40 40 53 84 41 40 40 41 40 40 40 40 84
52 20 94 4 34 5 85 30 93 16,7-9 | 4-5 | 7-8 | 5-6 | 2-7 | 0-4 | 1-9 | 6-8 | 2-5 | 9-9 | 0-0 | 7-8 | 0-6 | 1-7 | 2-8,16 5 30 5 4 4 4 30 4 16 52 30 4 4 4
29 97 41 91 11 76 6 24 24 79,6-7 | 0-9 | 3-6 | 5-6 | 7-9 | 6-7 | 6-8 | 3-3 | 5-7 | 8-8 | 4-4 | 4-5 | 7-8 | 3-7 | 5-5,6 6 6 6 24 6 6 91 6 24 11 11 24 6 76
12 9 79 83 72 18 4 42 92 49,9-9 | 6-7 | 8-9 | 6-6 | 8-8 | 3-6 | 5-5 | 4-8 | 2-2 | 9-9 | 3-5 | 4-8 | 9-9 | 4-6 | 0-2,49 4 49 4 92 4 18 4 79 49 18 4 49 4 9
70 76 3 17 3 25 38 12 57 43,2-9 | 0-4 | 2-6 | 3-5 | 3-4 | 2-6 | 2-4 | 7-9 | 9-9 | 5-7 | 7-9 | 6-9 | 3-4 | 4-4 | 9-9,3 3 3 3 3 3 3 12 43 12 12 12 3 3 43
14 84 96 88 45 88 41 27 4 98,1-8 | 6-7 | 3-3 | 5-7 | 4-5 | 6-9 | 2-6 | 1-8 | 4-7 | 2-9 | 6-8 | 5-9 | 6-6 | 4-5 | 1-3,4 27 88 27 45 4 41 4 27 4 4 4 41 45 84
84 29 62 26 69 71 42 52 48 23,4-9 | 1-6 | 9-9 | 7-8 | 0-6 | 8-8 | 2-4 | 0-8 | 2-3 | 2-6 | 9-9 | 4-8 | 6-8 | 0-3 | 9-9,23 26 23 48 26 48 26 26 26 26 23 42 42 26 23
