initial_array,operations,results
16 98 34 27 7 58 26 59 98 14,update-6-14 | update-7-68 | update-2-66 | update-9-48 | update-9-80 | update-2-18 | query-6-10 | query-3-7 | query-3-9 | update-6-77 | update-6-61 | update-10-85 | query-4-8 | update-9-51 | update-7-64,None None None None None None 465 234 519 None None None 397 None None
82 89 19 30 88 37 55 56 70 88,update-3-16 | update-4-66 | query-3-4 | query-4-10 | query-5-7 | query-5-5 | update-8-63 | query-4-10 | update-10-8 | update-9-58 | update-7-39 | query-9-10 | update-1-95 | update-5-69 | update-10-11,None None 131 490 180 88 None 553 None None None 224 None None None
34 66 5 6 20 78 21 2 17 24,query-4-9 | query-4-10 | update-3-82 | query-10-10 | update-1-44 | query-1-3 | query-1-7 | query-1-2 | update-6-43 | update-9-81 | query-5-8 | query-7-10 | query-10-10 | query-5-6 | update-8-3,144 168 None 24 None 231 356 144 None None 164 145 24 141 None
33 80 79 21 71 41 63 84 65 41,update-2-48 | update-3-99 | query-10-10 | query-4-7 | update-7-20 | update-3-40 | update-2-66 | update-9-36 | query-8-10 | update-7-25 | query-6-7 | query-3-9 | update-9-4 | update-10-22 | query-1-7,None None 41 196 None None None None 226 None 149 644 None None 686
1 51 24 80 30 21 90 18 85 77,query-5-7 | update-9-13 | update-7-55 | query-8-8 | query-4-6 | update-4-86 | update-5-61 | update-5-63 | query-8-9 | update-10-9 | query-8-10 | update-2-34 | query-7-8 | query-4-7 | update-9-43,141 None None 18 131 None None None 116 None 202 None 163 486 None
70 74 52 17 100 24 20 61 83 94,query-4-5 | update-2-65 | query-2-5 | update-1-80 | update-10-46 | update-2-65 | update-9-46 | update-1-56 | query-3-4 | query-2-4 | query-5-6 | query-9-10 | query-8-10 | query-5-6 | update-10-89,117 None 308 None None None None None 69 273 124 269 330 124 None
57 57 90 50 56 87 29 37 12 87,update-6-99 | update-1-43 | update-5-54 | query-10-10 | query-7-10 | update-7-75 | query-2-5 | update-10-28 | query-3-3 | query-5-9 | update-5-52 | update-4-54 | query-6-10 | query-7-10 | update-7-15,None None None 87 165 None 307 None 90 449 None None 454 268 None
24 96 99 73 47 90 21 18 49 11,query-5-7 | update-9-22 | update-9-18 | update-3-76 | update-4-16 | query-1-9 | update-4-42 | update-6-56 | query-8-10 | query-1-4 | query-3-7 | update-3-91 | update-10-100 | update-2-80 | query-6-10,158 None None None None 649 None None 118 426 520 None None None 385
100 68 61 92 20 11 45 55 4 68,update-3-61 | update-8-17 | query-7-10 | update-4-83 | query-8-8 | query-8-9 | query-3-10 | query-5-6 | update-9-40 | update-2-9 | query-3-10 | update-1-26 | query-10-10 | query-9-9 | query-9-10,None None 189 None 72 76 517 31 None None 557 None 68 44 112
98 68 81 69 49 4 59 40 63 54,query-4-8 | query-6-9 | query-2-4 | update-3-20 | query-2-2 | update-2-59 | update-10-73 | update-1-35 | query-2-7 | query-4-6 | update-9-57 | query-5-6 | query-5-9 | query-9-10 | query-6-6,221 166 218 None 68 None None None 409 122 None 53 272 247 4
24 13 19 9 93 82 26 96 10 32,query-1-5 | query-2-3 | update-6-14 | update-1-97 | query-9-9 | update-2-84 | query-10-10 | update-3-36 | query-4-4 | query-1-6 | query-4-7 | update-10-52 | update-7-18 | query-3-6 | query-6-7,158 32 None None 10 None 32 None 9 471 224 None None 253 140
7 49 84 24 73 75 94 3 73 44,update-9-63 | query-6-8 | update-5-39 | update-7-24 | update-9-1 | query-1-10 | query-7-9 | query-7-7 | update-8-93 | update-1-5 | update-10-58 | query-1-6 | query-6-8 | query-6-6 | query-8-9,None 172 None None None 653 258 118 None None None 356 289 75 233
43 13 21 94 55 35 17 19 38 24,update-4-63 | update-3-51 | update-1-89 | update-6-27 | query-1-4 | query-1-7 | update-8-31 | update-8-17 | update-1-60 | update-1-74 | query-8-9 | update-3-53 | update-10-77 | query-5-7 | update-10-89,None None None None 374 508 None None None None 105 None None 134 None
40 71 44 66 91 82 49 51 77 83,update-10-11 | update-5-97 | update-4-4 | query-2-7 | update-7-77 | query-5-9 | update-10-20 | update-1-95 | update-9-72 | query-8-10 | query-2-8 | query-8-8 | update-6-60 | update-10-9 | update-8-8,None None None 504 None 524 None None None 314 632 51 None None None
62 39 55 19 17 5 24 27 21 11,query-10-10 | query-2-5 | query-6-7 | query-2-7 | update-9-20 | update-10-49 | query-10-10 | update-9-12 | query-9-9 | update-1-67 | update-4-45 | query-7-8 | query-6-7 | query-9-9 | query-5-9,11 130 29 159 None None 60 None 53 None None 51 29 53 126
75 54 15 31 67 28 55 98 67 15,query-10-10 | query-2-9 | update-2-56 | update-10-54 | update-5-94 | update-2-91 | query-7-7 | update-10-35 | update-2-58 | query-8-9 | query-5-8 | update-4-40 | update-4-50 | query-7-8 | query-9-9,15 415 None None None None 55 None None 165 342 None None 153 67
84 97 13 77 59 65 18 82 78 71,update-2-33 | update-4-67 | query-7-7 | update-10-76 | update-9-13 | query-8-10 | update-2-45 | query-5-8 | update-5-75 | update-10-3 | update-1-38 | query-3-8 | query-6-7 | query-9-9 | update-2-24,None None 18 None None 320 None 224 None None None 456 83 91 None
36 78 79 83 91 21 19 23 59 63,update-1-51 | update-4-24 | query-4-6 | query-1-9 | update-10-13 | update-10-79 | query-2-3 | update-9-82 | update-9-37 | query-4-7 | update-1-19 | update-6-21 | query-6-10 | query-4-5 | query-2-10,None None 219 564 None None 157 None None 238 None None 417 198 772
56 20 73 9 13 19 10 54 15 62,query-8-9 | update-3-8 | update-5-97 | query-10-10 | query-4-8 | update-3-70 | update-9-22 | update-7-19 | query-3-5 | query-4-10 | query-6-7 | update-9-71 | query-7-9 | update-3-55 | update-1-37,69 None None 62 202 None None None 270 320 48 None 191 None None
92 70 42 44 28 84 6 83 46 38,query-4-7 | query-7-10 | query-7-8 | query-9-10 | query-8-8 | query-6-7 | query-1-2 | update-7-55 | update-5-8 | update-1-20 | update-9-43 | query-1-4 | query-8-8 | update-9-5 | update-10-19,162 173 89 84 83 90 162 None None None None 268 83 None None
32 43 45 69 25 32 90 51 64 87,update-2-53 | update-9-6 | query-10-10 | query-3-8 | query-6-7 | update-9-55 | query-8-9 | query-1-5 | update-2-80 | update-3-26 | update-6-24 | query-3-4 | update-2-21 | update-5-53 | update-8-72,None None 87 312 122 None 176 267 None None None 140 None None None
21 62 59 1 1 39 89 83 31 67,query-7-7 | query-7-8 | query-9-10 | query-8-10 | query-4-10 | query-8-10 | query-1-1 | update-3-34 | update-3-24 | query-3-4 | update-4-30 | query-6-8 | query-9-9 | update-5-12 | query-7-10,89 172 98 181 311 181 21 None None 118 None 211 31 None 270
2 51 80 13 56 40 14 95 25 85,update-5-99 | query-4-5 | query-6-7 | update-6-57 | update-10-32 | update-6-54 | update-10-13 | query-2-3 | query-5-8 | query-8-10 | query-4-4 | update-3-69 | update-7-29 | update-6-66 | query-4-6,None 168 54 None None None None 131 415 250 13 None None None 385
12 53 4 17 60 46 22 36 58 69,update-6-60 | update-4-55 | update-8-61 | update-8-52 | query-10-10 | query-3-7 | update-3-1 | query-10-10 | query-10-10 | query-1-8 | update-7-39 | query-3-5 | update-1-91 | query-2-7 | query-6-9,None None None None 69 264 None 69 69 479 None 137 None 357 374
65 51 22 97 19 74 19 78 10 20,query-4-9 | query-2-8 | update-3-7 | update-10-17 | update-1-15 | update-7-61 | query-1-9 | update-4-36 | update-8-13 | update-4-21 | query-9-9 | update-9-61 | query-7-7 | query-6-8 | query-3-7,297 360 None None None None 518 None None None 10 None 80 245 356
92 51 9 72 30 70 23 55 47 12,update-8-71 | query-9-10 | query-9-9 | update-2-73 | query-8-10 | query-3-9 | update-4-63 | query-2-4 | update-4-48 | update-9-74 | update-6-9 | query-7-7 | query-7-7 | query-4-9 | query-2-9,None 59 47 None 185 377 None 268 None None None 23 23 562 695
89 36 43 66 3 100 63 49 100 98,update-3-94 | query-7-8 | update-9-72 | query-10-10 | query-3-9 | update-2-94 | update-4-6 | query-7-9 | query-9-10 | query-3-5 | update-6-12 | update-7-62 | query-3-6 | query-1-4 | update-5-2,None 112 None 98 590 None None 284 270 212 None None 324 428 None
14 16 71 38 69 34 23 11 75 10,update-1-48 | query-3-10 | update-10-88 | query-3-3 | query-6-7 | query-7-10 | update-3-44 | query-8-9 | update-3-73 | query-9-10 | query-2-10 | update-2-32 | update-1-37 | update-1-13 | query-8-9,None 331 None 71 57 207 None 86 None 173 552 None None None 86
73 62 23 21 10 31 88 91 60 90,update-8-35 | query-1-5 | query-6-7 | query-8-9 | update-1-79 | query-2-2 | update-3-87 | query-1-2 | update-6-72 | update-7-87 | update-1-80 | update-1-53 | query-7-10 | query-6-7 | query-7-8,None 189 119 186 None 62 None 214 None None None None 451 278 301
14 39 10 29 94 5 62 40 84 27,update-9-1 | update-9-19 | update-7-45 | update-5-80 | query-6-8 | query-5-9 | query-1-3 | update-5-52 | query-1-7 | query-5-5 | update-6-90 | update-3-55 | update-5-42 | query-1-4 | update-1-55,None None None None 152 430 63 None 430 226 None None None 147 None
30 7 47 32 62 26 56 16 61 81,query-7-10 | update-8-16 | update-7-7 | update-3-5 | query-7-9 | query-3-6 | query-3-10 | update-4-23 | query-1-1 | query-8-9 | update-9-48 | query-9-9 | query-8-8 | query-6-6 | update-2-93,214 None None None 156 172 409 None 30 93 None 109 32 26 None
86 98 100 69 23 11 30 88 36 12,query-7-8 | query-8-8 | query-6-10 | update-2-20 | update-6-82 | update-4-62 | query-4-5 | update-8-54 | query-2-5 | query-3-8 | query-2-10 | update-1-92 | query-6-10 | update-5-95 | query-9-9,118 88 177 None None None 154 None 372 519 685 None 313 None 36
6 100 95 7 29 50 22 33 35 60,query-5-7 | query-2-4 | update-5-81 | query-1-10 | update-6-72 | query-1-7 | update-2-68 | query-5-5 | update-8-90 | update-1-45 | query-1-10 | update-5-51 | query-10-10 | update-5-41 | query-7-8,101 202 None 518 None 462 None 110 None None 793 None 60 None 145
12 4 96 12 12 58 38 71 4 67,query-6-8 | update-9-83 | update-8-28 | update-9-92 | query-1-8 | query-2-10 | query-4-10 | update-8-54 | query-10-10 | update-2-77 | update-4-3 | update-7-22 | query-5-8 | query-9-9 | update-4-36,167 None None None 331 565 465 None 67 None None None 283 179 None
19 5 67 79 29 18 81 63 18 21,query-7-9 | query-10-10 | update-2-86 | query-8-9 | query-2-2 | query-7-8 | update-5-53 | update-4-24 | query-8-8 | update-7-21 | query-4-8 | query-10-10 | query-5-10 | update-2-71 | update-5-5,162 21 None 81 91 144 None None 63 None 368 21 304 None None
80 94 96 97 81 27 70 80 91 4,query-1-8 | update-10-34 | query-7-8 | update-2-54 | update-4-19 | update-9-28 | query-4-4 | query-2-9 | query-1-9 | query-5-6 | update-3-97 | update-5-81 | query-10-10 | update-5-79 | update-5-71,625 None 150 None None None 116 737 817 108 None None 38 None None
56 81 47 45 4 57 45 44 31 43,update-7-58 | update-1-42 | update-6-19 | query-6-10 | query-10-10 | query-1-8 | update-5-97 | query-10-10 | query-4-4 | update-3-18 | update-4-100 | update-4-29 | query-7-7 | query-4-7 | query-10-10,None None None 297 43 498 None 43 45 None None None 103 454 43
83 44 44 9 78 39 98 71 74 54,update-1-47 | update-1-95 | query-10-10 | update-3-22 | query-3-8 | update-5-78 | update-9-19 | update-6-27 | update-7-74 | update-9-4 | query-8-10 | query-2-9 | query-7-7 | query-5-5 | update-1-30,None None 54 None 361 None None None None None 222 681 172 156 None
19 91 45 60 86 86 74 80 66 49,query-5-10 | query-4-9 | query-3-5 | query-6-7 | update-9-60 | update-4-17 | query-1-4 | query-2-8 | query-4-10 | query-9-9 | query-6-6 | query-1-10 | update-2-92 | update-2-38 | query-10-10,441 452 191 160 None None 232 539 578 126 86 733 None None 49
83 57 64 76 82 86 11 80 31 48,query-10-10 | query-9-9 | update-10-23 | query-5-8 | query-5-8 | query-6-6 | update-2-66 | query-6-8 | query-10-10 | update-10-30 | query-8-8 | update-6-52 | query-9-9 | update-7-11 | query-6-8,48 31 None 259 259 86 None 177 71 None 80 None 31 None 240
49 92 85 62 65 90 9 25 38 95,update-1-69 | update-8-45 | query-3-10 | update-4-66 | query-6-8 | query-10-10 | update-3-16 | query-5-5 | query-5-6 | query-9-10 | update-9-13 | update-9-33 | update-2-11 | query-6-7 | query-5-7,None None 514 None 169 95 None 65 155 133 None None None 99 164
26 81 93 42 37 85 99 52 48 85,update-4-11 | update-5-76 | query-1-6 | query-10-10 | update-6-41 | query-9-9 | update-5-27 | update-6-30 | query-4-6 | query-1-8 | query-8-8 | query-8-8 | update-7-87 | query-6-9 | query-9-10,None None 451 85 None 48 None None 349 700 52 52 None 442 133
3 5 29 52 24 4 72 63 72 100,query-6-8 | update-7-17 | update-8-37 | update-1-55 | update-9-39 | query-9-9 | query-5-7 | query-4-9 | query-5-8 | update-5-18 | update-1-10 | query-6-9 | query-3-10 | query-5-5 | query-2-7,139 None None None None 111 117 380 217 None None 304 527 42 221
9 49 26 64 51 22 85 84 7 69,query-3-5 | update-7-80 | query-3-10 | update-5-5 | query-8-10 | update-3-49 | update-1-32 | query-1-1 | update-9-78 | query-9-10 | update-8-42 | update-1-54 | update-1-36 | update-2-86 | query-1-6,141 None 488 None 160 None None 41 None 154 None None None None 483
1 20 60 54 100 90 54 82 89 77,update-9-78 | update-9-22 | update-2-91 | query-8-8 | update-7-40 | update-3-49 | query-9-10 | query-6-8 | update-2-86 | update-3-82 | update-7-1 | query-9-10 | update-3-13 | update-2-35 | update-1-79,None None None 82 None None 266 266 None None None 266 None None None
100 63 82 23 96 64 43 11 25 54,query-7-10 | update-6-92 | update-10-5 | query-5-6 | update-8-23 | update-10-80 | update-2-100 | query-1-9 | update-4-29 | update-4-85 | update-5-48 | query-1-8 | query-2-8 | query-3-4 | update-2-8,133 None None 252 None None None 722 None None None 859 759 219 None
20 25 51 100 11 4 58 14 24 33,query-2-2 | query-7-7 | query-3-4 | update-2-87 | update-6-60 | query-1-8 | update-8-4 | query-9-9 | update-5-18 | update-9-61 | query-1-2 | query-2-7 | query-10-10 | query-9-9 | update-1-3,25 58 151 None None 430 None 24 None None 132 414 33 85 None
31 56 52 58 90 79 84 23 81 91,update-3-61 | update-2-17 | query-9-10 | query-5-6 | update-7-54 | query-3-5 | update-1-11 | update-10-15 | query-2-3 | query-1-4 | update-4-48 | query-9-9 | query-3-5 | update-8-31 | update-5-30,None None 172 169 None 261 None None 186 286 None 81 309 None None
92 8 76 50 95 75 55 65 100 55,query-4-9 | query-4-7 | query-3-7 | update-9-55 | query-3-8 | update-6-33 | update-4-32 | query-3-5 | update-4-12 | update-8-2 | update-4-46 | query-4-7 | update-1-41 | update-10-45 | update-7-68,440 275 351 None 416 None None 253 None None None 398 None None None
59 63 59 47 75 11 86 32 70 45,update-10-48 | query-6-9 | query-6-7 | update-5-13 | query-3-7 | query-3-3 | query-6-10 | update-8-11 | update-7-3 | update-9-28 | update-10-97 | query-8-10 | update-6-50 | update-10-77 | query-4-5,None 199 97 None 291 59 292 None None None None 331 None None 135
91 80 80 17 20 54 73 32 82 29,query-3-10 | update-3-12 | query-7-7 | update-8-37 | query-4-7 | update-9-16 | update-10-1 | update-6-45 | query-6-7 | update-3-92 | query-2-6 | update-7-86 | query-9-10 | query-9-10 | query-6-10,387 None 73 None 164 None None None 172 None 400 None 128 128 455
75 13 100 36 21 40 56 80 53 75,query-7-10 | update-1-77 | update-1-19 | query-6-9 | update-3-91 | update-9-69 | update-3-24 | query-6-7 | update-10-11 | query-7-10 | update-5-28 | update-4-87 | query-6-8 | update-2-21 | update-3-86,264 None None 229 None None None 96 None 344 None None 176 None None
32 86 40 99 75 30 7 91 72 32,query-6-6 | update-8-70 | update-4-2 | query-3-6 | update-10-70 | query-6-10 | query-1-7 | update-2-62 | query-9-10 | update-2-92 | query-10-10 | query-5-6 | update-4-77 | update-4-84 | query-1-2,30 None None 246 None 372 371 None 174 None 102 105 None None 272
17 59 67 75 17 86 47 81 51 55,update-10-65 | query-5-9 | update-9-49 | update-1-89 | update-6-75 | query-2-9 | query-6-8 | query-10-10 | query-4-8 | update-7-98 | update-10-52 | query-1-6 | query-2-4 | query-7-7 | query-3-4,None 282 None None None 607 289 120 381 None None 485 201 145 142
34 97 10 69 28 99 83 96 4 78,query-3-8 | query-3-5 | update-2-11 | query-2-4 | update-9-100 | query-3-10 | update-5-13 | update-9-41 | query-8-8 | update-3-33 | update-5-36 | update-7-66 | query-4-6 | query-8-9 | update-3-47,385 107 None 187 None 567 None None 96 None None None 245 241 None
91 58 49 97 4 4 93 99 69 7,update-3-58 | query-1-5 | update-6-3 | update-2-8 | update-6-37 | query-7-8 | query-7-9 | update-7-22 | update-3-24 | query-5-8 | query-2-5 | query-6-6 | query-5-6 | query-6-10 | update-9-83,None 357 None None None 192 261 None None 262 298 44 48 334 None
13 74 66 9 45 92 33 23 60 44,update-3-4 | query-7-8 | update-5-76 | update-1-56 | update-6-87 | update-9-12 | update-10-21 | query-7-8 | query-1-9 | query-7-9 | update-4-7 | update-2-79 | query-2-9 | update-4-44 | query-9-10,None 56 None None None None None 56 650 128 None None 667 None 137
58 72 65 100 25 75 42 3 27 63,update-4-91 | update-4-6 | update-1-24 | query-4-5 | update-5-27 | update-3-11 | update-8-74 | update-6-23 | update-7-77 | update-7-54 | query-7-8 | query-1-8 | update-7-27 | query-4-9 | update-9-23,None None None 222 None None None None None None 250 827 None 651 None
56 40 84 5 40 5 9 47 62 32,query-7-8 | query-5-7 | query-1-5 | update-4-68 | update-8-9 | update-10-62 | update-3-95 | update-6-13 | update-5-74 | update-1-83 | query-5-8 | query-10-10 | update-5-95 | update-7-70 | update-9-28,56 54 225 None None None None None None None 197 94 None None None
59 96 1 24 32 52 29 24 67 6,query-4-7 | query-5-5 | update-5-49 | query-3-6 | query-5-9 | query-4-5 | query-10-10 | query-3-7 | update-4-97 | query-4-5 | query-4-8 | update-4-12 | update-5-56 | update-10-8 | query-10-10,137 32 None 158 253 105 6 187 None 202 307 None None None 14
51 58 12 30 32 39 78 97 23 43,query-7-10 | query-3-6 | update-10-31 | query-7-8 | query-8-10 | update-7-85 | query-3-6 | query-8-10 | query-2-10 | query-3-7 | query-1-4 | query-6-10 | update-8-67 | update-4-5 | update-9-80,241 113 None 175 194 None 113 194 528 276 151 396 None None None
46 82 73 81 36 59 93 16 29 38,update-5-31 | query-4-8 | query-1-1 | update-8-1 | update-2-95 | query-3-10 | update-4-33 | update-5-66 | update-6-33 | query-6-6 | query-2-3 | update-10-79 | update-2-77 | query-10-10 | update-6-94,None 316 46 None None 457 None None None 92 250 None None 117 None
61 50 4 13 29 19 30 46 50 10,update-8-43 | update-2-71 | update-7-23 | query-5-8 | query-7-9 | query-10-10 | query-4-5 | query-4-9 | query-10-10 | update-5-39 | update-1-49 | update-10-26 | query-4-9 | query-2-10 | query-7-8,None None None 190 192 10 42 253 10 None None None 292 453 142
73 92 95 5 91 57 21 80 61 19,update-3-36 | update-4-69 | query-7-7 | update-5-79 | update-7-9 | query-5-5 | update-6-85 | update-8-59 | query-4-10 | update-8-59 | query-7-10 | query-2-10 | update-9-91 | update-6-59 | update-5-17,None None 21 None None 170 None None 635 None 308 917 None None None
66 10 66 59 87 28 85 68 79 86,query-10-10 | update-6-14 | update-6-96 | update-8-78 | update-5-84 | query-4-9 | query-9-9 | query-1-6 | update-5-87 | update-10-27 | query-8-9 | query-5-6 | update-10-28 | update-9-29 | update-5-30,86 None None None None 678 79 510 None None 225 396 None None None
