nodes,edges,start_node,distances,intermediate_steps
10,1-9-47 9-1-47 0-3-65 3-0-65 6-4-22 4-6-22 4-1-56 1-4-56 4-7-32 7-4-32 5-1-91 1-5-91 0-8-52 8-0-52 1-8-82 8-1-82 2-3-94 3-2-94 8-3-4 3-8-4 2-6-93 6-2-93 6-4-1 4-6-1 2-7-76 7-2-76 1-0-30 0-1-30 2-6-88 6-2-88,0,0 30 150 56 86 121 87 118 52 77,0-0 | 1-30 | 8-52 | 3-56 | 9-77 | 4-86 | 6-87 | 7-118 | 5-121 | 2-150
10,4-7-90 7-4-90 3-6-78 6-3-78 9-3-68 3-9-68 0-7-2 7-0-2 6-8-33 8-6-33 2-5-41 5-2-41 0-9-64 9-0-64 2-6-40 6-2-40 0-5-82 5-0-82 3-4-98 4-3-98 5-7-11 7-5-11 2-9-34 9-2-34 7-1-93 1-7-93 0-4-54 4-0-54 3-9-82 9-3-82,4,54 149 108 98 0 67 148 56 181 118,4-0 | 0-54 | 7-56 | 5-67 | 3-98 | 2-108 | 9-118 | 6-148 | 1-149 | 8-181
10,4-9-13 9-4-13 7-5-92 5-7-92 6-5-54 5-6-54 5-9-99 9-5-99 4-0-6 0-4-6 1-8-54 8-1-54 5-3-58 3-5-58 7-9-67 9-7-67 8-6-67 6-8-67 6-1-73 1-6-73 3-9-90 9-3-90 6-7-16 7-6-16 5-0-74 0-5-74 7-1-39 1-7-39 2-8-65 8-2-65,6,102 55 132 112 96 54 0 16 67 83,6-0 | 7-16 | 5-54 | 1-55 | 8-67 | 9-83 | 4-96 | 0-102 | 3-112 | 2-132
10,8-3-42 3-8-42 9-8-87 8-9-87 2-0-72 0-2-72 7-3-70 3-7-70 7-4-58 4-7-58 8-5-42 5-8-42 1-8-44 8-1-44 7-2-19 2-7-19 1-2-80 2-1-80 2-5-23 5-2-23 4-1-39 1-4-39 3-7-56 7-3-56 0-8-12 8-0-12 6-2-85 2-6-85 5-3-61 3-5-61,4,95 39 77 114 0 100 162 58 83 170,4-0 | 1-39 | 7-58 | 2-77 | 8-83 | 0-95 | 5-100 | 3-114 | 6-162 | 9-170
10,5-4-53 4-5-53 7-9-65 9-7-65 9-8-54 8-9-54 9-2-91 2-9-91 1-4-84 4-1-84 0-4-31 4-0-31 5-7-31 7-5-31 2-9-52 9-2-52 1-5-38 5-1-38 3-7-54 7-3-54 4-7-62 7-4-62 6-7-38 7-6-38 8-1-99 1-8-99 2-9-100 9-2-100 6-2-71 2-6-71,7,93 69 109 54 62 31 38 0 119 65,7-0 | 5-31 | 6-38 | 3-54 | 4-62 | 9-65 | 1-69 | 0-93 | 2-109 | 8-119
10,7-3-11 3-7-11 8-5-34 5-8-34 9-2-81 2-9-81 8-1-65 1-8-65 9-6-41 6-9-41 8-3-18 3-8-18 4-5-66 5-4-66 1-3-79 3-1-79 9-3-43 3-9-43 8-3-87 3-8-87 4-8-61 8-4-61 5-1-76 1-5-76 4-1-55 1-4-55 1-6-40 6-1-40 7-8-47 8-7-47,0,0 inf inf inf inf inf inf inf inf inf,0-0
10,5-3-33 3-5-33 0-4-73 4-0-73 8-5-57 5-8-57 3-4-66 4-3-66 4-8-56 8-4-56 6-9-71 9-6-71 7-8-34 8-7-34 4-5-22 5-4-22 1-6-25 6-1-25 5-0-41 0-5-41 0-6-11 6-0-11 8-5-50 5-8-50 1-7-32 7-1-32 7-4-91 4-7-91 5-7-33 7-5-33,2,inf inf 0 inf inf inf inf inf inf inf,2-0
10,0-7-99 7-0-99 2-3-69 3-2-69 3-4-1 4-3-1 1-8-53 8-1-53 7-0-75 0-7-75 7-4-26 4-7-26 8-7-22 7-8-22 0-7-12 7-0-12 4-8-89 8-4-89 5-9-41 9-5-41 5-2-64 2-5-64 9-1-34 1-9-34 7-3-71 3-7-71 4-6-24 6-4-24 4-6-51 6-4-51,7,12 75 96 27 26 150 50 0 22 109,7-0 | 0-12 | 8-22 | 4-26 | 3-27 | 6-50 | 1-75 | 2-96 | 9-109 | 5-150
10,8-1-43 1-8-43 6-9-69 9-6-69 7-3-20 3-7-20 2-7-50 7-2-50 9-0-70 0-9-70 0-3-35 3-0-35 3-9-39 9-3-39 8-6-84 6-8-84 4-7-33 7-4-33 8-1-29 1-8-29 2-5-51 5-2-51 3-4-94 4-3-94 3-9-73 9-3-73 9-0-35 0-9-35 8-2-50 2-8-50,2,105 79 0 70 83 51 134 50 50 109,2-0 | 7-50 | 8-50 | 5-51 | 3-70 | 1-79 | 4-83 | 0-105 | 9-109 | 6-134
10,0-8-89 8-0-89 4-8-89 8-4-89 6-2-37 2-6-37 0-8-14 8-0-14 4-0-46 0-4-46 7-9-21 9-7-21 0-2-90 2-0-90 6-4-32 4-6-32 6-2-54 2-6-54 0-8-87 8-0-87 8-0-85 0-8-85 1-2-6 2-1-6 0-7-98 7-0-98 0-1-29 1-0-29 1-0-16 0-1-16,6,59 43 37 inf 32 inf 0 157 73 178,6-0 | 4-32 | 2-37 | 1-43 | 0-59 | 8-73 | 7-157 | 9-178
10,0-6-36 6-0-36 8-6-24 6-8-24 3-0-48 0-3-48 0-5-15 5-0-15 8-3-86 3-8-86 8-1-97 1-8-97 7-6-72 6-7-72 0-1-59 1-0-59 5-1-69 1-5-69 0-5-66 5-0-66 1-8-79 8-1-79 9-3-85 3-9-85 5-0-62 0-5-62 1-2-16 2-1-16 3-1-98 1-3-98,3,48 98 114 0 inf 63 84 156 86 85,3-0 | 0-48 | 5-63 | 6-84 | 9-85 | 8-86 | 1-98 | 2-114 | 7-156
10,5-8-74 8-5-74 2-7-88 7-2-88 9-3-64 3-9-64 1-4-1 4-1-1 0-5-32 5-0-32 3-9-94 9-3-94 6-8-23 8-6-23 6-8-55 8-6-55 8-3-82 3-8-82 0-7-44 7-0-44 6-3-84 3-6-84 3-6-53 6-3-53 0-5-14 5-0-14 7-5-96 5-7-96 0-9-53 9-0-53,4,inf 1 inf inf 0 inf inf inf inf inf,4-0 | 1-1
10,5-1-41 1-5-41 6-3-29 3-6-29 2-9-47 9-2-47 7-1-27 1-7-27 2-5-44 5-2-44 7-6-50 6-7-50 6-0-49 0-6-49 8-5-45 5-8-45 2-0-66 0-2-66 7-5-93 5-7-93 3-9-49 9-3-49 6-1-10 1-6-10 1-5-39 5-1-39 2-4-69 4-2-69 4-1-74 1-4-74,0,0 59 66 78 133 98 49 86 143 113,0-0 | 6-49 | 1-59 | 2-66 | 3-78 | 7-86 | 5-98 | 9-113 | 4-133 | 8-143
10,3-5-54 5-3-54 6-4-2 4-6-2 7-1-11 1-7-11 5-4-31 4-5-31 7-0-22 0-7-22 2-5-67 5-2-67 2-3-27 3-2-27 6-8-28 8-6-28 2-5-29 5-2-29 0-2-6 2-0-6 7-8-67 8-7-67 0-1-43 1-0-43 1-8-84 8-1-84 9-2-38 2-9-38 8-6-59 6-8-59,2,6 39 0 27 60 29 62 28 90 38,2-0 | 0-6 | 3-27 | 7-28 | 5-29 | 9-38 | 1-39 | 4-60 | 6-62 | 8-90
10,0-6-26 6-0-26 7-6-20 6-7-20 2-8-100 8-2-100 6-4-93 4-6-93 6-3-73 3-6-73 2-0-2 0-2-2 7-6-31 6-7-31 1-6-83 6-1-83 6-1-9 1-6-9 4-3-78 3-4-78 6-1-40 1-6-40 7-3-87 3-7-87 5-4-25 4-5-25 9-4-94 4-9-94 0-1-20 1-0-20,3,99 82 101 0 78 103 73 87 201 172,3-0 | 6-73 | 4-78 | 1-82 | 7-87 | 0-99 | 2-101 | 5-103 | 9-172 | 8-201
10,4-3-50 3-4-50 9-8-90 8-9-90 5-2-83 2-5-83 6-0-2 0-6-2 5-7-97 7-5-97 5-0-32 0-5-32 2-9-58 9-2-58 9-2-12 2-9-12 0-2-76 2-0-76 8-6-68 6-8-68 0-1-1 1-0-1 4-8-65 8-4-65 8-5-69 5-8-69 5-6-91 6-5-91 7-0-66 0-7-66,0,0 1 76 185 135 32 2 66 70 88,0-0 | 1-1 | 6-2 | 5-32 | 7-66 | 8-70 | 2-76 | 9-88 | 4-135 | 3-185
10,9-7-82 7-9-82 5-6-97 6-5-97 5-1-17 1-5-17 9-1-53 1-9-53 3-8-34 8-3-34 9-6-48 6-9-48 9-3-5 3-9-5 2-9-49 9-2-49 0-2-73 2-0-73 2-3-83 3-2-83 2-9-69 9-2-69 1-4-70 4-1-70 2-1-53 1-2-53 0-6-58 6-0-58 1-3-50 3-1-50,1,126 0 53 50 70 17 101 135 84 53,1-0 | 5-17 | 3-50 | 2-53 | 9-53 | 4-70 | 8-84 | 6-101 | 0-126 | 7-135
10,6-7-100 7-6-100 0-7-42 7-0-42 7-9-86 9-7-86 5-1-88 1-5-88 1-4-66 4-1-66 8-4-78 4-8-78 5-6-18 6-5-18 2-3-13 3-2-13 2-8-45 8-2-45 7-3-76 3-7-76 5-7-99 7-5-99 0-6-57 6-0-57 2-3-18 3-2-18 7-0-65 0-7-65 1-6-87 6-1-87,9,128 272 175 162 298 185 185 86 220 0,9-0 | 7-86 | 0-128 | 3-162 | 2-175 | 5-185 | 6-185 | 8-220 | 1-272 | 4-298
10,0-9-51 9-0-51 0-3-10 3-0-10 4-5-28 5-4-28 2-3-44 3-2-44 8-0-14 0-8-14 2-0-31 0-2-31 8-4-46 4-8-46 5-8-96 8-5-96 3-8-37 8-3-37 3-4-52 4-3-52 0-7-1 7-0-1 3-1-24 1-3-24 2-0-48 0-2-48 3-0-13 0-3-13 7-6-26 6-7-26,7,1 35 32 11 61 89 26 0 15 52,7-0 | 0-1 | 3-11 | 8-15 | 6-26 | 2-32 | 1-35 | 9-52 | 4-61 | 5-89
10,2-1-77 1-2-77 8-1-58 1-8-58 7-5-79 5-7-79 8-1-81 1-8-81 6-0-78 0-6-78 4-2-72 2-4-72 6-1-6 1-6-6 8-5-14 5-8-14 8-3-90 3-8-90 8-6-27 6-8-27 3-5-46 5-3-46 6-8-41 8-6-41 5-3-6 3-5-6 8-0-55 0-8-55 7-6-7 6-7-7,8,55 33 110 20 182 14 27 34 0 inf,8-0 | 5-14 | 3-20 | 6-27 | 1-33 | 7-34 | 0-55 | 2-110 | 4-182
10,4-9-93 9-4-93 2-0-53 0-2-53 8-3-14 3-8-14 7-6-37 6-7-37 3-5-73 5-3-73 2-9-85 9-2-85 6-5-85 5-6-85 9-3-49 3-9-49 5-4-19 4-5-19 9-3-15 3-9-15 2-9-83 9-2-83 8-4-68 4-8-68 3-4-11 4-3-11 6-3-36 3-6-36 8-4-95 4-8-95,3,151 inf 98 0 11 30 36 73 14 15,3-0 | 4-11 | 8-14 | 9-15 | 5-30 | 6-36 | 7-73 | 2-98 | 0-151
10,3-5-79 5-3-79 5-6-63 6-5-63 2-7-30 7-2-30 7-3-28 3-7-28 1-2-88 2-1-88 3-1-26 1-3-26 3-6-2 6-3-2 9-3-70 3-9-70 4-8-59 8-4-59 8-5-9 5-8-9 0-9-51 9-0-51 6-4-28 4-6-28 3-8-79 8-3-79 0-7-76 7-0-76 4-6-4 6-4-4,6,106 28 60 2 4 63 0 30 63 72,6-0 | 3-2 | 4-4 | 1-28 | 7-30 | 2-60 | 5-63 | 8-63 | 9-72 | 0-106
10,8-7-22 7-8-22 8-0-42 0-8-42 7-5-68 5-7-68 8-6-93 6-8-93 0-1-43 1-0-43 6-9-38 9-6-38 2-5-46 5-2-46 8-9-65 9-8-65 1-5-85 5-1-85 6-3-12 3-6-12 5-8-66 8-5-66 6-2-65 2-6-65 5-2-40 2-5-40 0-4-84 4-0-84 3-9-37 9-3-37,4,84 127 232 228 0 192 219 148 126 191,4-0 | 0-84 | 8-126 | 1-127 | 7-148 | 9-191 | 5-192 | 6-219 | 3-228 | 2-232
10,1-4-89 4-1-89 0-5-26 5-0-26 0-8-87 8-0-87 0-7-21 7-0-21 9-3-88 3-9-88 4-8-65 8-4-65 9-5-27 5-9-27 9-6-34 6-9-34 1-9-65 9-1-65 8-6-99 6-8-99 8-3-33 3-8-33 9-7-26 7-9-26 4-0-56 0-4-56 2-4-74 4-2-74 0-1-72 1-0-72,5,26 92 156 115 82 0 61 47 113 27,5-0 | 0-26 | 9-27 | 7-47 | 6-61 | 4-82 | 1-92 | 8-113 | 3-115 | 2-156
10,6-8-64 8-6-64 1-9-95 9-1-95 9-0-7 0-9-7 0-5-42 5-0-42 6-0-91 0-6-91 3-0-33 0-3-33 6-1-68 1-6-68 6-0-77 0-6-77 3-8-66 8-3-66 9-6-83 6-9-83 5-7-11 7-5-11 8-5-97 5-8-97 6-8-80 8-6-80 4-6-17 6-4-17 8-3-15 3-8-15,6,77 68 inf 79 17 119 0 130 64 83,6-0 | 4-17 | 8-64 | 1-68 | 0-77 | 3-79 | 9-83 | 5-119 | 7-130
10,2-8-37 8-2-37 3-2-42 2-3-42 4-3-50 3-4-50 4-0-96 0-4-96 7-8-56 8-7-56 1-0-10 0-1-10 8-1-91 1-8-91 4-8-36 8-4-36 3-6-92 6-3-92 6-7-26 7-6-26 1-8-15 8-1-15 9-7-86 7-9-86 9-2-74 2-9-74 9-8-55 8-9-55 9-8-2 8-9-2,2,62 52 0 42 73 inf 119 93 37 39,2-0 | 8-37 | 9-39 | 3-42 | 1-52 | 0-62 | 4-73 | 7-93 | 6-119
10,4-5-97 5-4-97 9-1-25 1-9-25 5-3-32 3-5-32 7-1-23 1-7-23 6-5-45 5-6-45 8-4-35 4-8-35 2-3-96 3-2-96 3-2-40 2-3-40 4-3-28 3-4-28 1-2-69 2-1-69 4-1-16 1-4-16 7-2-94 2-7-94 3-0-75 0-3-75 3-9-25 9-3-25 8-0-21 0-8-21,7,95 23 92 67 39 99 144 0 74 48,7-0 | 1-23 | 4-39 | 9-48 | 3-67 | 8-74 | 2-92 | 0-95 | 5-99 | 6-144
10,9-5-53 5-9-53 8-6-43 6-8-43 1-5-2 5-1-2 0-7-97 7-0-97 4-0-60 0-4-60 4-7-55 7-4-55 6-2-99 2-6-99 2-8-100 8-2-100 6-3-68 3-6-68 3-9-41 9-3-41 3-2-13 2-3-13 1-6-75 6-1-75 8-2-100 2-8-100 0-9-83 9-0-83 3-6-79 6-3-79,8,235 118 100 111 295 120 43 332 0 152,8-0 | 6-43 | 2-100 | 3-111 | 1-118 | 5-120 | 9-152 | 0-235 | 4-295 | 7-332
10,3-5-85 5-3-85 3-0-18 0-3-18 6-4-9 4-6-9 9-5-80 5-9-80 3-5-62 5-3-62 2-9-55 9-2-55 2-4-81 4-2-81 9-1-33 1-9-33 3-4-38 4-3-38 1-6-10 6-1-10 0-6-59 6-0-59 5-0-5 0-5-5 3-0-15 0-3-15 3-0-46 0-3-46 8-5-3 5-8-3,5,5 74 135 20 58 0 64 inf 3 80,5-0 | 8-3 | 0-5 | 3-20 | 4-58 | 6-64 | 1-74 | 9-80 | 2-135
10,0-7-9 7-0-9 2-1-19 1-2-19 2-3-95 3-2-95 4-5-89 5-4-89 6-8-100 8-6-100 8-2-34 2-8-34 2-9-64 9-2-64 2-0-99 0-2-99 0-7-6 7-0-6 2-0-55 0-2-55 7-9-71 9-7-71 4-8-5 8-4-5 3-1-84 1-3-84 4-9-44 9-4-44 7-0-97 0-7-97,2,55 19 0 95 39 128 134 61 34 64,2-0 | 1-19 | 8-34 | 4-39 | 0-55 | 7-61 | 9-64 | 3-95 | 5-128 | 6-134
10,6-8-50 8-6-50 8-9-36 9-8-36 3-7-6 7-3-6 3-7-37 7-3-37 9-4-45 4-9-45 5-2-1 2-5-1 8-4-46 4-8-46 6-8-11 8-6-11 3-5-60 5-3-60 5-7-90 7-5-90 7-3-97 3-7-97 3-1-28 1-3-28 3-8-9 8-3-9 5-8-66 8-5-66 1-7-66 7-1-66,7,inf 34 67 6 61 66 26 0 15 51,7-0 | 3-6 | 8-15 | 6-26 | 1-34 | 9-51 | 4-61 | 5-66 | 2-67
10,7-6-78 6-7-78 6-8-43 8-6-43 0-5-98 5-0-98 7-9-91 9-7-91 6-5-42 5-6-42 9-2-50 2-9-50 0-4-74 4-0-74 6-9-60 9-6-60 4-7-21 7-4-21 7-5-21 5-7-21 8-5-21 5-8-21 5-9-21 9-5-21 5-7-22 7-5-22 2-0-81 0-2-81 1-4-26 4-1-26,9,119 89 50 inf 63 21 60 42 42 0,9-0 | 5-21 | 7-42 | 8-42 | 2-50 | 6-60 | 4-63 | 1-89 | 0-119
10,5-3-28 3-5-28 3-8-82 8-3-82 1-4-45 4-1-45 8-5-29 5-8-29 4-2-88 2-4-88 2-0-42 0-2-42 2-6-66 6-2-66 0-8-6 8-0-6 9-8-90 8-9-90 5-6-18 6-5-18 0-4-12 4-0-12 0-2-52 2-0-52 5-9-74 9-5-74 5-3-23 3-5-23 0-1-24 1-0-24,8,6 30 48 52 18 29 47 inf 0 90,8-0 | 0-6 | 4-18 | 5-29 | 1-30 | 6-47 | 2-48 | 3-52 | 9-90
10,8-0-82 0-8-82 0-5-39 5-0-39 0-4-89 4-0-89 4-2-90 2-4-90 3-2-11 2-3-11 9-0-12 0-9-12 5-3-21 3-5-21 5-2-71 2-5-71 2-7-3 7-2-3 3-8-37 8-3-37 7-6-7 6-7-7 6-4-43 4-6-43 6-2-44 2-6-44 9-7-29 7-9-29 6-2-42 2-6-42,8,82 inf 48 37 101 58 58 51 0 80,8-0 | 3-37 | 2-48 | 7-51 | 5-58 | 6-58 | 9-80 | 0-82 | 4-101
10,7-9-90 9-7-90 8-7-19 7-8-19 4-9-78 9-4-78 6-8-7 8-6-7 8-0-58 0-8-58 2-3-14 3-2-14 4-7-78 7-4-78 1-3-89 3-1-89 1-8-37 8-1-37 9-1-25 1-9-25 4-1-6 1-4-6 3-6-14 6-3-14 8-5-6 5-8-6 1-3-23 3-1-23 1-9-44 9-1-44,0,0 95 93 79 101 64 65 77 58 120,0-0 | 8-58 | 5-64 | 6-65 | 7-77 | 3-79 | 2-93 | 1-95 | 4-101 | 9-120
10,2-6-10 6-2-10 4-6-51 6-4-51 3-8-2 8-3-2 2-7-83 7-2-83 1-4-10 4-1-10 7-3-50 3-7-50 8-6-72 6-8-72 4-0-8 0-4-8 6-3-90 3-6-90 7-1-19 1-7-19 0-6-42 6-0-42 6-1-95 1-6-95 2-7-47 7-2-47 7-1-25 1-7-25 9-5-77 5-9-77,9,inf inf inf inf inf 77 inf inf inf 0,9-0 | 5-77
10,3-2-77 2-3-77 7-8-71 8-7-71 5-2-81 2-5-81 5-9-13 9-5-13 7-8-7 8-7-7 2-6-72 6-2-72 7-8-53 8-7-53 4-1-1 1-4-1 1-2-40 2-1-40 1-9-16 9-1-16 0-7-13 7-0-13 3-4-80 4-3-80 5-6-16 6-5-16 1-7-99 7-1-99 4-6-75 6-4-75,3,193 81 77 0 80 110 126 180 187 97,3-0 | 2-77 | 4-80 | 1-81 | 9-97 | 5-110 | 6-126 | 7-180 | 8-187 | 0-193
10,7-1-94 1-7-94 7-9-7 9-7-7 2-9-30 9-2-30 0-9-3 9-0-3 8-2-70 2-8-70 1-0-62 0-1-62 7-4-38 4-7-38 3-9-42 9-3-42 4-3-33 3-4-33 8-5-6 5-8-6 6-4-9 4-6-9 0-6-46 6-0-46 8-7-42 7-8-42 7-5-32 5-7-32 9-0-99 0-9-99,5,42 104 69 81 70 0 79 32 6 39,5-0 | 8-6 | 7-32 | 9-39 | 0-42 | 2-69 | 4-70 | 6-79 | 3-81 | 1-104
10,3-6-76 6-3-76 3-8-31 8-3-31 9-4-81 4-9-81 2-1-85 1-2-85 2-5-33 5-2-33 9-7-67 7-9-67 7-3-18 3-7-18 0-6-73 6-0-73 3-5-61 5-3-61 3-9-91 9-3-91 7-9-97 9-7-97 4-3-23 3-4-23 6-2-81 2-6-81 7-6-12 6-7-12 9-8-10 8-9-10,4,126 202 117 23 0 84 53 41 54 64,4-0 | 3-23 | 7-41 | 6-53 | 8-54 | 9-64 | 5-84 | 2-117 | 0-126 | 1-202
10,9-5-5 5-9-5 1-2-66 2-1-66 9-2-93 2-9-93 2-4-94 4-2-94 1-7-15 7-1-15 0-8-95 8-0-95 7-0-59 0-7-59 2-1-66 1-2-66 5-4-83 4-5-83 5-1-58 1-5-58 6-3-1 3-6-1 2-0-27 0-2-27 5-0-80 0-5-80 0-2-14 2-0-14 8-3-11 3-8-11,5,80 58 94 186 83 0 187 73 175 5,5-0 | 9-5 | 1-58 | 7-73 | 0-80 | 4-83 | 2-94 | 8-175 | 3-186 | 6-187
10,4-9-99 9-4-99 4-0-85 0-4-85 3-4-100 4-3-100 3-6-14 6-3-14 1-6-64 6-1-64 5-8-54 8-5-54 5-3-18 3-5-18 8-9-67 9-8-67 2-5-38 5-2-38 1-6-79 6-1-79 6-9-38 9-6-38 8-3-47 3-8-47 4-5-84 5-4-84 8-0-35 0-8-35 5-0-10 0-5-10,9,80 102 108 52 99 70 38 inf 67 0,9-0 | 6-38 | 3-52 | 8-67 | 5-70 | 0-80 | 4-99 | 1-102 | 2-108
10,2-7-30 7-2-30 5-4-11 4-5-11 7-6-37 6-7-37 9-3-62 3-9-62 8-6-26 6-8-26 0-4-8 4-0-8 1-8-83 8-1-83 8-1-19 1-8-19 7-8-16 8-7-16 1-0-4 0-1-4 9-3-27 3-9-27 9-6-52 6-9-52 4-2-89 2-4-89 4-3-43 3-4-43 1-0-100 0-1-100,5,19 23 88 54 11 0 68 58 42 81,5-0 | 4-11 | 0-19 | 1-23 | 8-42 | 3-54 | 7-58 | 6-68 | 9-81 | 2-88
10,1-7-54 7-1-54 3-5-15 5-3-15 0-7-59 7-0-59 2-3-78 3-2-78 6-8-49 8-6-49 8-9-81 9-8-81 4-2-29 2-4-29 0-5-13 5-0-13 1-9-100 9-1-100 7-5-72 5-7-72 9-3-79 3-9-79 3-1-86 1-3-86 7-5-60 5-7-60 8-9-1 9-8-1 4-6-6 6-4-6,0,0 113 106 28 135 13 141 59 108 107,0-0 | 5-13 | 3-28 | 7-59 | 2-106 | 9-107 | 8-108 | 1-113 | 4-135 | 6-141
10,4-8-38 8-4-38 8-2-8 2-8-8 0-5-65 5-0-65 5-1-37 1-5-37 5-4-5 4-5-5 7-0-71 0-7-71 1-5-43 5-1-43 7-5-69 5-7-69 5-0-38 0-5-38 0-6-63 6-0-63 4-7-58 7-4-58 3-5-61 5-3-61 9-2-97 2-9-97 1-5-62 5-1-62 8-0-7 0-8-7,7,71 100 86 124 58 63 134 0 78 183,7-0 | 4-58 | 5-63 | 0-71 | 8-78 | 2-86 | 1-100 | 3-124 | 6-134 | 9-183
10,6-4-65 4-6-65 5-6-85 6-5-85 6-2-21 2-6-21 9-0-18 0-9-18 8-4-61 4-8-61 2-1-73 1-2-73 4-1-74 1-4-74 4-7-97 7-4-97 0-6-76 6-0-76 8-3-76 3-8-76 6-4-79 4-6-79 6-3-91 3-6-91 4-6-93 6-4-93 1-2-90 2-1-90 7-3-71 3-7-71,2,97 73 0 112 86 106 21 183 147 115,2-0 | 6-21 | 1-73 | 4-86 | 0-97 | 5-106 | 3-112 | 9-115 | 8-147 | 7-183
10,9-1-13 1-9-13 7-3-19 3-7-19 2-6-93 6-2-93 5-6-18 6-5-18 3-9-50 9-3-50 8-1-49 1-8-49 6-3-8 3-6-8 0-6-67 6-0-67 4-8-63 8-4-63 1-3-57 3-1-57 8-5-61 5-8-61 3-8-38 8-3-38 6-2-10 2-6-10 6-5-43 5-6-43 2-6-22 6-2-22,7,94 76 37 19 120 45 27 0 57 69,7-0 | 3-19 | 6-27 | 2-37 | 5-45 | 8-57 | 9-69 | 1-76 | 0-94 | 4-120
10,5-4-1 4-5-1 9-5-72 5-9-72 4-8-74 8-4-74 3-5-59 5-3-59 0-8-50 8-0-50 4-3-78 3-4-78 3-8-92 8-3-92 9-3-8 3-9-8 4-9-4 9-4-4 5-9-52 9-5-52 8-3-18 3-8-18 5-2-29 2-5-29 5-6-42 6-5-42 0-2-70 2-0-70 0-4-30 4-0-30,9,34 inf 34 8 4 5 47 inf 26 0,9-0 | 4-4 | 5-5 | 3-8 | 8-26 | 0-34 | 2-34 | 6-47
10,1-6-73 6-1-73 6-2-62 2-6-62 0-9-72 9-0-72 9-3-33 3-9-33 0-6-6 6-0-6 6-9-17 9-6-17 3-5-42 5-3-42 4-9-10 9-4-10 1-2-3 2-1-3 0-3-46 3-0-46 6-7-46 7-6-46 1-0-28 0-1-28 2-6-80 6-2-80 0-8-61 8-0-61 0-1-25 1-0-25,6,6 31 34 50 27 92 0 46 67 17,6-0 | 0-6 | 9-17 | 4-27 | 1-31 | 2-34 | 7-46 | 3-50 | 8-67 | 5-92
10,3-0-91 0-3-91 7-3-2 3-7-2 0-8-75 8-0-75 9-4-82 4-9-82 9-0-29 0-9-29 9-7-92 7-9-92 9-1-66 1-9-66 9-3-79 3-9-79 0-8-31 8-0-31 6-2-3 2-6-3 2-5-95 5-2-95 1-0-20 0-1-20 7-6-94 6-7-94 0-5-65 5-0-65 2-0-15 0-2-15,6,18 38 3 96 129 83 0 94 49 47,6-0 | 2-3 | 0-18 | 1-38 | 9-47 | 8-49 | 5-83 | 7-94 | 3-96 | 4-129
10,8-3-15 3-8-15 7-8-30 8-7-30 4-9-31 9-4-31 9-5-11 5-9-11 1-3-57 3-1-57 1-3-92 3-1-92 1-4-26 4-1-26 4-9-65 9-4-65 6-2-51 2-6-51 3-9-48 9-3-48 3-1-8 1-3-8 2-9-100 9-2-100 5-8-63 8-5-63 5-3-60 3-5-60 7-0-5 0-7-5,7,5 53 193 45 79 93 244 0 30 93,7-0 | 0-5 | 8-30 | 3-45 | 1-53 | 4-79 | 5-93 | 9-93 | 2-193 | 6-244
10,8-0-73 0-8-73 5-9-75 9-5-75 0-4-20 4-0-20 8-9-72 9-8-72 2-1-6 1-2-6 3-9-18 9-3-18 0-9-54 9-0-54 1-0-78 0-1-78 2-9-96 9-2-96 3-2-15 2-3-15 6-7-37 7-6-37 4-1-55 1-4-55 8-0-56 0-8-56 9-4-53 4-9-53 0-2-47 2-0-47,0,0 53 47 62 20 129 inf inf 56 54,0-0 | 4-20 | 2-47 | 1-53 | 9-54 | 8-56 | 3-62 | 5-129
10,4-6-92 6-4-92 8-7-14 7-8-14 7-4-51 4-7-51 5-7-88 7-5-88 4-0-73 0-4-73 2-7-69 7-2-69 6-2-87 2-6-87 7-2-38 2-7-38 6-9-68 9-6-68 2-7-59 7-2-59 8-4-24 4-8-24 9-1-11 1-9-11 1-6-45 6-1-45 2-7-77 7-2-77 8-4-11 4-8-11,4,73 137 63 inf 0 113 92 25 11 148,4-0 | 8-11 | 7-25 | 2-63 | 0-73 | 6-92 | 5-113 | 1-137 | 9-148
10,0-6-61 6-0-61 2-8-7 8-2-7 1-2-49 2-1-49 3-4-11 4-3-11 8-9-68 9-8-68 5-6-98 6-5-98 1-6-36 6-1-36 2-9-84 9-2-84 0-1-12 1-0-12 5-8-27 8-5-27 6-3-12 3-6-12 6-5-98 5-6-98 0-2-47 2-0-47 0-5-88 5-0-88 6-8-66 8-6-66,1,12 0 49 48 59 83 36 inf 56 124,1-0 | 0-12 | 6-36 | 3-48 | 2-49 | 8-56 | 4-59 | 5-83 | 9-124
10,0-6-86 6-0-86 0-9-63 9-0-63 3-5-1 5-3-1 0-1-13 1-0-13 3-8-17 8-3-17 5-2-17 2-5-17 9-2-69 2-9-69 7-5-64 5-7-64 5-6-23 6-5-23 3-5-64 5-3-64 2-6-17 6-2-17 1-9-45 9-1-45 9-7-8 7-9-8 2-4-91 4-2-91 3-2-13 2-3-13,1,13 0 114 118 205 117 99 53 135 45,1-0 | 0-13 | 9-45 | 7-53 | 6-99 | 2-114 | 5-117 | 3-118 | 8-135 | 4-205
